Id,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,Heating,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,SaleCondition,SalePrice
1071,10152,NAmes,5,5,1956,GasA,1,3,1,6,1,Normal,135000
1072,11700,NWAmes,6,6,1968,GasA,1,4,1,8,2,Normal,154000
1073,7585,Edwards,5,3,1948,GasA,1,4,1,7,1,Normal,91500
1074,7950,Edwards,6,6,1977,GasA,1,3,1,6,2,Normal,159500
1075,8556,CollgCr,7,5,2006,GasA,2,2,1,5,3,Normal,194000
1076,13125,Crawfor,7,6,1940,GasA,1,3,1,6,1,Normal,219500
1077,10800,OldTown,5,8,1936,GasA,2,3,1,7,2,Normal,170000
1078,15870,NAmes,5,5,1969,GasA,1,3,1,6,1,Abnorml,138800
1079,4435,CollgCr,6,5,2004,GasA,1,1,1,3,2,Normal,155900
1080,8775,CollgCr,5,5,1994,GasA,1,3,1,5,1,Normal,126000
1081,11040,NWAmes,6,7,1971,GasA,2,3,1,5,2,Abnorml,145000
1082,7500,Sawyer,5,5,1963,GasA,1,3,1,5,1,Normal,133000
1083,8749,CollgCr,7,5,2002,GasA,2,3,1,6,2,Normal,192000
1084,8800,NAmes,6,6,1964,GasA,1,3,1,6,1,Normal,160000
1085,13031,Gilbert,6,5,1995,GasA,2,3,1,6,2,Normal,187500
1086,9069,SawyerW,6,6,1992,GasA,1,2,1,5,2,Normal,147000
1087,1974,MeadowV,4,5,1973,GasA,1,3,1,6,1,Normal,83500
1088,10574,Somerst,8,5,2005,GasA,2,3,1,9,3,Normal,252000
1089,2522,Edwards,7,5,2004,GasA,2,3,1,7,2,Normal,137500
1090,3316,Somerst,8,5,2005,GasA,1,1,1,4,2,Normal,197000
1091,8544,NAmes,3,4,1950,Wall,2,2,2,6,2,Normal,92900
1092,2160,Somerst,7,5,1999,GasA,2,2,1,4,2,Normal,160000
1093,8400,SWISU,6,5,1925,GasA,2,4,1,7,2,Normal,136500
1094,9230,NAmes,5,8,1965,GasA,1,1,1,6,2,Normal,146000
1095,5868,NAmes,5,7,1956,GasA,1,2,1,4,1,Normal,129000
1096,9317,CollgCr,6,5,2006,GasA,2,3,1,6,2,Normal,176432
1097,6882,IDOTRR,6,7,1914,GasA,1,3,1,7,0,Normal,127000
1098,3696,StoneBr,8,5,1986,GasA,1,2,1,5,2,Normal,170000
1099,6000,BrkSide,4,6,1936,GasA,1,3,1,6,1,Normal,128000
1100,11880,NWAmes,7,5,1978,GasA,2,3,1,7,2,Abnorml,157000
1101,8400,SWISU,2,5,1920,GasA,1,1,1,3,1,Normal,60000
1102,9758,NAmes,5,5,1971,GasA,1,3,1,5,1,Normal,119500
1103,7000,NAmes,5,7,1960,GasA,1,2,1,6,1,Family,135000
1104,8910,NAmes,6,6,1959,GasA,1,3,1,6,2,Normal,159500
1105,2016,BrDale,5,5,1970,GasA,2,3,1,6,2,Normal,106000
1106,12256,NoRidge,8,5,1994,GasA,2,3,1,9,2,Normal,325000
1107,10357,SawyerW,7,5,1990,GasA,2,3,1,6,2,Normal,179900
1108,23257,Gilbert,7,5,2006,GasA,2,3,1,9,2,Partial,274725
1109,8063,Gilbert,6,5,2000,GasA,2,3,1,7,2,Abnorml,181000
1110,11362,NridgHt,8,5,2004,GasA,2,3,1,7,3,Normal,280000
1111,8000,Gilbert,6,5,1995,GasA,2,3,1,8,2,Normal,188000
1112,10480,NWAmes,7,6,1976,GasA,2,4,1,8,2,Normal,205000
1113,7100,NAmes,5,7,1957,GasA,1,2,1,5,1,Normal,129900
1114,8923,NAmes,5,7,1953,GasA,1,2,1,6,1,Normal,134500
1115,5400,OldTown,5,7,1954,GasA,1,2,1,4,1,Normal,117000
1116,12085,NridgHt,8,5,2007,GasA,2,3,1,7,3,Partial,318000
1117,7750,Gilbert,8,5,2002,GasA,2,3,1,7,2,Normal,184100
1118,9764,Sawyer,5,7,1967,GasA,1,3,1,5,2,Normal,130000
1119,13825,Sawyer,5,6,1958,GasA,1,3,1,6,1,Normal,140000
1120,7560,NAmes,5,5,1959,GasA,1,3,1,6,1,Normal,133700
1121,8263,IDOTRR,6,5,1920,GasA,1,2,1,6,1,Normal,118400
1122,10084,CollgCr,7,5,2005,GasA,2,3,1,7,3,Partial,212900
1123,8926,Edwards,4,3,1956,GasA,1,3,1,5,1,Abnorml,112000
1124,9405,Edwards,5,9,1947,GasA,1,2,1,4,0,Normal,118000
1125,9125,Gilbert,7,5,1992,GasA,2,3,1,7,2,Normal,163900
1126,10434,NAmes,4,5,1955,GasA,1,2,1,5,2,Normal,115000
1127,3684,Blmngtn,7,5,2007,GasA,2,2,1,7,3,Normal,174000
1128,14572,Gilbert,7,5,2004,GasA,2,3,1,7,3,Family,259000
1129,11796,Gilbert,7,5,2004,GasA,2,4,1,8,2,Normal,215000
1130,7200,OldTown,5,5,1980,GasA,1,2,1,4,2,Normal,140000
1131,7804,SWISU,4,3,1928,GasA,2,4,1,7,2,Normal,135000
1132,10712,Mitchel,5,5,1991,GasA,1,3,1,5,0,Abnorml,93500
1133,9900,OldTown,6,4,1880,GasW,2,5,1,8,1,Normal,117500
1134,9828,SawyerW,8,5,1995,GasA,2,3,1,8,2,Normal,239500
1135,8773,Gilbert,6,5,1997,GasA,2,3,1,7,2,Normal,169000
1136,6180,BrkSide,6,5,1926,GasA,1,2,1,5,1,Normal,102000
1137,9600,NAmes,6,5,1950,GasA,1,3,1,6,1,Abnorml,119000
1138,6342,Sawyer,5,8,1875,GasA,1,2,1,6,0,Normal,94000
1139,9819,Mitchel,6,5,1977,GasA,2,2,1,5,2,Normal,196000
1140,8731,BrkSide,5,5,1920,GasA,1,3,1,6,2,Normal,144000
1141,7350,NAmes,5,7,1951,GasA,1,2,1,4,2,Abnorml,139000
1142,10304,NWAmes,5,7,1976,GasA,2,4,1,9,2,Normal,197500
1143,9965,CollgCr,8,5,2006,GasA,3,4,1,11,3,Partial,424870
1144,9000,Sawyer,5,3,1959,GasA,1,3,1,5,0,Normal,80000
1145,12180,Edwards,4,4,1941,Grav,1,2,1,5,1,Normal,80000
1146,6240,BrkSide,5,6,1928,GasA,1,3,1,8,1,Family,149000
1147,11200,SawyerW,6,5,1985,GasA,2,3,1,5,2,Normal,180000
1148,12000,Crawfor,7,7,1941,GasA,1,3,1,7,1,Normal,174500
1149,5700,OldTown,7,7,1926,GasA,1,2,1,5,1,Normal,116900
1150,9000,OldTown,7,9,1920,GasA,1,3,1,7,2,Normal,143000
1151,8280,NAmes,6,5,1950,GasA,1,2,1,4,1,Normal,124000
1152,17755,Edwards,5,4,1959,GasA,1,3,1,6,2,Normal,149900
1153,14115,Crawfor,6,7,1956,GasA,1,2,1,6,2,Abnorml,230000
1154,5890,IDOTRR,6,8,1930,GasA,1,2,1,5,1,Normal,120500
1155,13700,NAmes,7,6,1965,GasA,1,4,1,8,2,Normal,201800
1156,10768,Veenker,5,8,1976,GasA,2,3,1,6,2,Normal,218000
1157,9350,NAmes,5,8,1965,GasA,2,3,1,6,2,Normal,179900
1158,5001,NridgHt,7,5,2007,GasA,2,2,1,6,2,Normal,230000
1159,11932,Somerst,8,5,2007,GasA,2,3,1,7,3,Partial,235128
1160,9120,NWAmes,6,6,1974,GasA,2,4,1,8,2,Normal,185000
1161,2280,NPkVill,6,5,1978,GasA,2,3,1,7,2,Normal,146000
1162,14778,Crawfor,6,7,1954,GasA,1,3,1,7,2,Normal,224000
1163,8724,Sawyer,5,5,1968,GasA,1,3,1,5,2,Normal,129000
1164,12900,Sawyer,4,4,1969,GasA,0,0,2,6,2,Alloca,108959
1165,16157,Veenker,5,7,1978,GasA,1,2,1,5,2,Normal,194000
1166,9541,NridgHt,7,5,2009,GasA,2,3,1,7,2,Partial,233170
1167,10475,CollgCr,8,5,2008,GasA,2,3,1,7,3,Normal,245350
1168,10852,Gilbert,6,5,2000,GasA,2,3,1,7,2,Normal,173000
1169,13728,Edwards,6,7,1935,GasA,2,4,1,7,2,Normal,235000
1170,35760,NoRidge,10,5,1995,GasA,3,4,1,10,3,Normal,625000
1171,9880,Mitchel,6,6,1977,GasA,1,3,1,6,1,Normal,171000
1172,9120,NAmes,6,6,1958,GasA,1,3,1,6,2,Normal,163000
1173,4017,Somerst,7,5,2006,GasA,2,2,1,5,2,Normal,171900
1174,18030,ClearCr,5,6,1946,GasA,3,3,1,12,0,Normal,200500
1175,16560,Crawfor,6,8,1932,GasA,2,4,1,9,2,Normal,239000
1176,10678,NoRidge,8,5,1992,GasA,2,4,1,9,2,Normal,285000
1177,6951,Mitchel,5,5,1984,GasA,1,3,1,5,1,Normal,119500
1178,3950,OldTown,6,8,1926,GasA,1,3,1,5,1,Normal,115000
1179,7681,Crawfor,5,6,1921,GasA,1,3,1,7,1,Normal,154900
1180,8335,Edwards,5,5,1954,GasA,1,3,1,5,0,Normal,93000
1181,11170,Timber,7,5,1990,GasA,2,4,1,8,2,Normal,250000
1182,5587,Crawfor,8,5,2008,GasA,2,2,1,5,2,Partial,392500
1183,15623,NoRidge,10,5,1996,GasA,3,4,1,10,3,Abnorml,745000
1184,10800,OldTown,5,6,1920,GasA,1,2,1,5,2,Normal,120000
1185,35133,Timber,5,4,1963,GasA,1,3,1,5,3,Normal,186700
1186,9738,Edwards,5,7,1924,GasA,1,4,1,7,1,Normal,104900
1187,10615,OldTown,3,5,1900,GasA,2,3,2,7,2,Abnorml,95000
1188,12461,NoRidge,8,5,1994,GasA,2,2,1,5,3,Normal,262000
1189,8935,CollgCr,7,5,2002,GasA,2,3,1,7,2,Normal,195000
1190,7500,Gilbert,7,5,1999,GasA,2,3,1,7,2,Normal,189000
1191,32463,Mitchel,4,4,1961,GasA,1,3,1,7,4,Normal,168000
1192,2645,Somerst,8,5,1999,GasA,2,2,1,5,2,Normal,174000
1193,9600,OldTown,5,8,1925,GasA,1,3,1,6,1,Normal,125000
1194,4500,Mitchel,6,5,1999,GasA,2,2,1,5,2,Normal,165000
1195,9364,Sawyer,6,7,1969,GasA,1,4,1,7,1,Normal,158000
1196,8029,Gilbert,6,5,2005,GasA,2,3,1,8,2,Normal,176000
1197,14054,Gilbert,7,5,2006,GasA,2,4,1,9,3,Partial,219210
1198,8850,OldTown,7,6,1916,GasA,1,3,1,7,1,Normal,144000
1199,9100,CollgCr,7,5,2001,GasA,2,3,1,6,2,Normal,178000
1200,11235,Sawyer,4,5,1963,GasA,1,3,1,6,2,Normal,148000
1201,9353,NAmes,4,5,1970,GasA,1,3,1,5,1,Abnorml,116050
1202,10400,CollgCr,7,5,1998,GasA,2,3,1,6,2,Normal,197900
1203,6000,BrkSide,5,8,1925,GasA,1,3,1,5,1,Normal,117000
1204,9750,CollgCr,7,5,2000,GasA,2,3,1,6,2,Normal,213000
1205,10140,NWAmes,5,6,1975,GasA,1,3,1,6,2,Normal,153500
1206,14684,SawyerW,7,7,1990,GasA,2,3,1,7,3,Normal,271900
1207,8900,SawyerW,4,4,1966,GasA,1,2,1,5,1,Normal,107000
1208,9135,CollgCr,6,5,2003,GasA,2,3,1,7,2,Normal,200000
1209,7763,NAmes,5,7,1962,GasA,1,3,1,6,2,Normal,140000
1210,10182,Somerst,8,5,2006,GasA,2,3,1,8,2,Partial,290000
1211,11218,SawyerW,6,5,1992,GasA,2,3,1,8,2,Normal,189000
1212,12134,Gilbert,8,7,1988,GasA,2,4,1,8,2,Normal,164000
1213,9340,Edwards,4,6,1941,GasA,1,2,1,4,1,Normal,113000
1214,10246,Sawyer,4,9,1965,GasA,0,0,1,3,1,Normal,145000
1215,10205,NAmes,5,5,1962,GasA,1,3,1,6,1,Normal,134500
1216,7094,Sawyer,5,5,1966,GasA,1,3,1,5,1,Normal,125000
1217,8930,Sawyer,6,5,1978,GasA,2,4,2,8,2,Normal,112000
1218,8640,Somerst,8,5,2009,GasA,2,3,1,6,2,Partial,229456
1219,6240,BrkSide,4,5,1947,GasA,1,2,1,3,0,Normal,80500
1220,1680,BrDale,6,5,1971,GasA,1,3,1,7,0,Abnorml,91500
1221,7800,NAmes,5,5,1964,GasA,1,2,1,5,1,Abnorml,115000
1222,8250,Sawyer,5,5,1968,GasA,1,3,1,5,1,Normal,134000
1223,10496,NAmes,6,6,1949,GasA,2,3,1,7,1,Normal,143000
1224,10680,NAmes,5,3,1951,GasA,2,4,1,7,2,Normal,137900
1225,15384,Gilbert,7,5,2004,GasA,2,3,1,8,2,Normal,184000
1226,10482,NAmes,6,8,1958,GasA,1,3,1,6,1,Normal,145000
1227,14598,Somerst,6,5,2007,GasA,2,4,1,9,3,Normal,214000
1228,8872,NAmes,5,8,1965,GasA,1,2,1,5,2,Normal,147000
1229,8769,NridgHt,9,5,2008,GasA,1,1,1,7,3,Partial,367294
1230,7910,NAmes,5,5,1960,GasA,2,4,1,7,1,Normal,127000
1231,18890,Sawyer,5,5,1977,GasA,2,4,2,12,2,Normal,190000
1232,7728,NAmes,5,6,1962,GasA,1,3,1,6,2,Normal,132500
1233,9842,NAmes,4,5,1962,GasA,2,2,2,6,2,Normal,101800
1234,12160,NAmes,5,5,1959,GasA,1,3,1,6,2,Abnorml,142000
1235,8525,SWISU,5,6,1911,GasA,1,4,1,7,0,Abnorml,130000
1236,13132,Crawfor,5,5,1914,GasA,1,4,1,9,1,Normal,138887
1237,2628,NridgHt,7,5,2003,GasA,2,2,1,6,2,Normal,175500
1238,12393,CollgCr,7,5,2004,GasA,2,4,1,8,2,Normal,195000
1239,13072,SawyerW,6,5,2005,GasA,1,3,1,6,2,Abnorml,142500
1240,9037,Timber,8,5,2006,GasA,2,2,1,6,2,Normal,265900
1241,8158,CollgCr,7,5,2003,GasA,2,3,1,8,2,Normal,224900
1242,9849,Somerst,7,6,2007,GasA,2,3,1,7,3,Partial,248328
1243,10625,NWAmes,7,6,1974,GasA,2,3,1,6,2,Family,170000
1244,13891,NridgHt,10,5,2006,GasA,2,2,1,7,3,Partial,465000
1245,11435,Crawfor,8,7,1929,GasA,1,3,1,7,2,Normal,230000
1246,12090,NWAmes,6,7,1984,GasA,3,3,1,7,2,Abnorml,178000
1247,8125,Somerst,7,5,2005,GasA,2,3,1,6,2,Partial,186500
1248,12328,Mitchel,6,5,1976,GasA,1,3,1,6,3,Normal,169900
1249,9600,OldTown,6,5,1917,OthW,1,3,1,8,2,Normal,129500
1250,7200,NAmes,5,7,1950,GasA,1,3,1,6,1,Normal,119000
1251,11160,NAmes,7,5,1968,GasA,2,3,1,8,2,Normal,244000
1252,3136,NridgHt,7,5,2003,GasA,2,2,1,6,2,Normal,171750
1253,9858,Mitchel,5,6,1968,GasA,1,3,1,5,1,Normal,130000
1254,17542,Veenker,7,7,1974,GasA,2,3,1,9,2,Normal,294000
1255,6931,Edwards,7,5,2003,GasA,2,3,1,7,2,Normal,165400
1256,6240,BrkSide,6,6,1931,GasA,1,3,1,6,1,Normal,127500
1257,14303,NoRidge,8,5,1994,GasA,2,2,1,7,2,Normal,301500
1258,4060,Edwards,5,8,1922,GasA,1,2,1,4,0,Normal,99900
1259,9587,Gilbert,7,5,2005,GasA,2,2,1,5,2,Normal,190000
1260,9750,NAmes,6,8,1969,GasA,1,3,1,6,2,Normal,151000
1261,24682,Gilbert,6,5,1999,GasA,2,3,1,7,2,Normal,181000
1262,9600,NAmes,5,6,1956,GasA,1,2,1,5,1,Normal,128900
1263,11250,ClearCr,4,5,1957,GasA,1,5,1,8,1,Normal,161500
1264,13515,BrkSide,6,6,1919,GasA,1,3,1,8,2,Normal,180500
1265,4060,NAmes,6,5,1998,GasA,2,2,1,5,2,Abnorml,181000
1266,3735,Somerst,7,5,1999,GasA,2,3,1,6,2,Normal,183900
1267,10120,OldTown,7,4,1910,GasA,1,4,2,9,1,Normal,122000
1268,13214,Timber,9,5,2008,GasA,2,3,1,10,3,Normal,378500
1269,14100,Crawfor,8,9,1935,GasA,3,4,1,11,3,Normal,381000
1270,11344,NAmes,5,5,1958,GasW,1,3,1,7,1,Normal,144000
1271,23595,ClearCr,7,6,1979,GasA,0,0,1,4,2,Normal,260000
1272,9156,NWAmes,6,7,1968,GasA,2,3,1,7,2,Normal,185750
1273,13526,Sawyer,5,6,1965,GasA,1,3,1,5,1,Normal,137000
1274,11512,Edwards,6,7,1959,GasA,1,2,1,5,1,Normal,177000
1275,5362,Crawfor,5,6,1910,GasA,2,3,1,8,2,Normal,139000
1276,11345,NAmes,5,5,1948,GasA,2,4,2,10,2,Normal,137000
1277,12936,NWAmes,6,6,1972,GasA,1,3,1,6,2,Normal,162000
1278,17871,NWAmes,6,5,1967,GasA,1,3,1,7,2,Normal,197900
1279,9473,CollgCr,8,5,2002,GasA,2,3,1,7,2,Normal,237000
1280,7500,IDOTRR,4,4,1920,GasA,1,2,1,6,2,Abnorml,68400
1281,9808,CollgCr,7,5,2002,GasA,2,3,1,6,2,Normal,227000
1282,8049,Timber,7,5,1990,GasA,2,2,1,6,2,Normal,180000
1283,8800,CollgCr,5,7,1977,GasA,2,3,1,5,2,Normal,150500
1284,9400,Mitchel,6,5,1971,GasA,2,4,2,8,0,Normal,139000
1285,9638,SWISU,6,7,1919,GasA,2,4,1,10,1,Normal,169000
1286,6000,BrkSide,6,6,1939,GasA,1,4,1,6,1,Normal,132500
1287,9790,NWAmes,6,5,1963,GasA,1,3,1,6,2,Normal,143000
1288,36500,ClearCr,5,5,1964,GasA,2,4,1,7,2,Normal,190000
1289,5664,StoneBr,8,5,2000,GasA,2,2,1,5,2,Normal,278000
1290,11065,NridgHt,8,5,2006,GasA,2,3,1,8,3,Partial,281000
1291,14112,NAmes,5,7,1964,GasA,1,3,1,6,2,Normal,180500
1292,1680,BrDale,5,7,1972,GasA,2,3,1,6,1,Normal,119500
1293,6600,OldTown,5,4,1892,GasA,2,4,2,11,1,Normal,107500
1294,10140,NWAmes,7,5,1976,GasA,2,4,1,8,2,Normal,162900
1295,8172,Edwards,5,7,1955,GasA,1,2,1,5,2,Normal,115000
1296,8400,NAmes,5,5,1968,GasA,1,3,1,5,1,Normal,138500
1297,8700,NAmes,5,6,1963,GasA,2,3,1,6,2,Normal,155000
1298,3675,Edwards,6,5,2005,GasA,2,2,1,5,2,Partial,140000
1299,63887,Edwards,10,5,2008,GasA,2,3,1,12,2,Partial,160000
1300,7500,NAmes,5,7,1959,GasA,1,3,1,6,1,Normal,154000
1301,10762,Gilbert,7,5,1999,GasA,2,3,1,9,2,Normal,225000
1302,7500,Crawfor,6,7,1942,GasA,1,3,1,7,1,Normal,177500
1303,10120,NoRidge,8,5,1994,GasA,2,4,1,8,3,Normal,290000
1304,8688,Somerst,7,5,2005,GasA,2,3,1,7,3,Normal,232000
1305,3363,Edwards,7,5,2004,GasA,2,3,1,7,2,Normal,130000
1306,13173,NridgHt,9,5,2006,GasA,2,2,1,6,2,Normal,325000
1307,6955,NridgHt,7,5,2005,GasA,2,2,1,6,2,Partial,202500
1308,8072,CollgCr,5,5,1994,GasA,1,3,1,5,2,Normal,138000
1309,12000,OldTown,5,7,1948,GasA,1,2,1,6,2,Normal,147000
1310,7153,SawyerW,6,5,1991,GasA,2,3,1,6,2,Normal,179200
1311,17500,Crawfor,7,8,1959,GasA,2,3,1,7,2,Normal,335000
1312,8814,CollgCr,7,5,2005,GasA,2,3,1,6,2,Partial,203000
1313,9572,NoRidge,8,5,1990,GasA,2,4,1,9,2,Normal,302000
1314,14774,NoRidge,9,5,1999,GasA,2,4,1,10,3,Normal,333168
1315,8190,Edwards,4,6,1954,GasA,1,3,1,5,1,Normal,119000
1316,11075,NAmes,6,5,1969,GasA,2,4,1,9,2,Normal,206900
1317,10226,CollgCr,8,5,2008,GasA,2,3,1,8,3,Normal,295493
1318,4230,Somerst,7,5,2006,GasA,2,2,1,5,2,Partial,208900
1319,14781,CollgCr,8,5,2001,GasA,2,3,1,7,3,Normal,275000
1320,10215,Edwards,4,5,1954,GasA,1,3,1,5,1,Normal,111000
1321,8400,NAmes,6,3,1957,GasA,1,3,1,6,2,Normal,156500
1322,6627,BrkSide,3,6,1949,Floor,1,2,1,4,1,Normal,72500
1323,10186,NoRidge,7,5,1992,GasA,2,3,1,8,2,Normal,190000
1324,5330,BrkSide,4,7,1940,GasA,1,2,1,5,0,Normal,82500
1325,9986,Somerst,8,5,2006,GasA,2,2,1,7,3,Partial,147000
1326,3636,IDOTRR,4,4,1922,GasA,1,2,1,5,0,Normal,55000
1327,4270,Edwards,3,6,1931,GasA,1,3,1,6,0,Normal,79000
1328,6600,Mitchel,5,9,1982,GasA,1,3,1,5,1,Normal,130500
1329,10440,OldTown,6,7,1920,GasW,2,5,1,8,2,Normal,256000
1330,9084,Gilbert,7,5,1998,GasA,2,3,1,8,2,Normal,176500
1331,10000,Somerst,8,5,2006,GasA,2,3,1,7,3,Normal,227000
1332,10780,CollgCr,5,5,1976,GasA,1,3,1,6,2,Normal,132500
1333,8877,Edwards,4,6,1938,GasA,1,2,1,3,1,Normal,100000
1334,7200,IDOTRR,5,6,1938,GasA,1,2,1,6,1,Normal,125500
1335,2368,BrDale,5,6,1970,GasA,1,3,1,7,2,Normal,125000
1336,9650,NWAmes,6,5,1977,GasA,2,2,1,6,2,Normal,167900
1337,9246,NWAmes,5,5,1973,GasA,2,4,2,8,2,Normal,135000
1338,4118,OldTown,4,4,1941,Grav,1,2,1,4,0,Normal,52500
1339,13450,CollgCr,7,5,2002,GasA,2,3,1,8,2,Normal,200000
1340,9560,CollgCr,5,7,1972,GasA,1,3,1,5,1,Normal,128500
1341,8294,NAmes,4,5,1971,GasA,1,3,1,5,4,Normal,123000
1342,13695,SawyerW,6,5,2003,GasA,1,3,1,6,2,Normal,155000
1343,9375,CollgCr,8,5,2002,GasA,2,3,1,7,2,Normal,228500
1344,7558,Crawfor,6,6,1928,GasA,1,3,1,9,2,Normal,177000
1345,11103,CollgCr,7,5,2006,GasA,2,3,1,8,2,Partial,155835
1346,6000,OldTown,4,4,1920,GasA,1,2,1,5,1,Normal,108500
1347,20781,NWAmes,7,7,1968,GasA,2,3,1,9,2,Normal,262500
1348,15306,Timber,8,5,2006,GasA,2,3,1,7,3,Partial,283463
1349,16196,SawyerW,7,5,1998,GasA,2,3,1,5,2,Normal,215000
1350,5250,OldTown,8,5,1872,OthW,2,4,1,8,0,Normal,122000
1351,11643,NAmes,5,5,1969,GasA,2,6,2,12,4,Normal,200000
1352,9247,NAmes,6,6,1962,GasA,1,4,1,8,2,Normal,171000
1353,6000,BrkSide,6,9,1937,GasA,1,2,1,4,2,Normal,134900
1354,14720,NoRidge,8,5,1995,GasA,2,4,1,9,3,Normal,410000
1355,10316,CollgCr,7,5,2000,GasA,2,3,1,7,3,Normal,235000
1356,10192,NWAmes,7,6,1968,GasA,3,4,1,8,2,Normal,170000
1357,9477,NAmes,5,5,1966,GasA,1,3,1,5,1,Normal,110000
1358,12537,NAmes,5,6,1971,GasA,1,3,1,6,2,Normal,149900
1359,2117,Somerst,6,5,2000,GasA,2,3,1,5,2,Normal,177500
1360,16737,NridgHt,9,5,2004,GasA,2,3,1,8,3,Normal,315000
1361,9842,SWISU,5,6,1921,GasA,3,4,1,8,2,Normal,189000
1362,16158,StoneBr,7,5,2005,GasA,2,3,1,7,2,Normal,260000
1363,12513,NAmes,4,4,1920,GasA,2,4,1,7,1,Normal,104900
1364,8499,Gilbert,6,5,2006,GasA,2,3,1,6,2,Partial,156932
1365,3180,Somerst,7,5,2005,GasA,2,2,1,4,2,Abnorml,144152
1366,7500,Somerst,7,5,2000,GasA,2,3,1,7,2,Normal,216000
1367,9179,CollgCr,7,5,1999,GasA,2,3,1,7,2,Abnorml,193000
1368,2665,MeadowV,5,6,1977,GasA,2,4,1,6,1,Normal,127000
1369,4435,CollgCr,6,5,2003,GasA,1,1,1,4,2,Normal,144000
1370,10635,CollgCr,8,5,2003,GasA,2,3,1,8,2,Normal,232000
1371,5400,OldTown,4,6,1920,GasA,1,2,1,6,1,Normal,105000
1372,9600,NAmes,6,6,1955,GasA,1,3,1,8,1,Normal,165500
1373,9750,CollgCr,7,6,1998,GasA,2,3,1,8,2,Normal,274300
1374,11400,NoRidge,10,5,2001,GasA,2,2,1,8,3,Normal,466500
1375,10625,Somerst,7,5,2005,GasA,2,3,1,9,3,Normal,250000
1376,10991,Timber,8,5,2007,GasA,2,3,1,7,3,Partial,239000
1377,6292,SWISU,6,5,1930,GasA,1,2,1,4,1,Normal,91000
1378,10998,Edwards,5,5,1941,GasA,2,3,1,6,2,Normal,117000
1379,1953,BrDale,6,5,1973,GasA,1,2,1,5,1,Normal,83000
1380,9735,Timber,5,5,2006,GasA,2,3,1,7,2,Normal,167500
1381,8212,Edwards,3,3,1914,GasA,1,2,1,5,1,Normal,58500
1382,12925,NAmes,6,7,1970,GasA,2,4,1,7,2,Normal,237500
1383,7200,OldTown,7,7,1920,GasA,1,4,1,8,2,Normal,157000
1384,25339,Sawyer,5,7,1918,GasA,2,3,1,7,2,Normal,112000
1385,9060,Edwards,6,5,1939,GasA,1,2,1,6,1,Normal,105000
1386,5436,IDOTRR,4,8,1922,GasA,1,3,1,7,1,Normal,125500
1387,16692,NWAmes,7,5,1978,GasA,3,5,1,12,2,Normal,250000
1388,8520,OldTown,6,7,1916,GasW,2,5,1,10,1,Family,136000
1389,14892,Gilbert,9,5,2006,GasA,2,3,1,7,3,Normal,377500
1390,6000,BrkSide,6,6,1941,GasA,1,3,1,6,2,Normal,131000
1391,9100,CollgCr,7,5,2000,GasA,2,3,1,6,2,Normal,235000
1392,8944,NAmes,5,5,1967,GasA,2,4,2,8,3,Normal,124000
1393,7838,NAmes,5,5,1967,GasA,1,3,1,6,1,Normal,123000
1394,10800,OldTown,6,7,1905,GasA,2,3,2,7,2,Normal,163000
1395,4045,Blmngtn,7,5,2006,GasA,2,2,1,6,3,Partial,246578
1396,12665,Timber,8,5,2005,GasA,2,4,1,9,3,Normal,281213
1397,57200,Timber,5,5,1948,GasA,1,3,1,7,2,Normal,160000
1398,6120,BrkSide,5,8,1920,GasA,1,4,1,8,1,Normal,137500
1399,7200,NAmes,5,4,1950,GasA,1,3,1,7,1,Normal,138000
1400,6171,SWISU,6,6,1925,GasA,2,3,1,7,1,Normal,137450
1401,6000,BrkSide,6,7,1929,GasA,1,3,1,5,1,Normal,120000
1402,7415,Gilbert,6,5,2004,GasA,2,3,1,8,2,Normal,193000
1403,6762,CollgCr,7,5,2006,GasA,2,2,1,6,2,Partial,193879
1404,15256,Somerst,8,5,2007,GasA,2,3,1,6,3,Normal,282922
1405,10410,OldTown,3,4,1915,GasA,1,3,1,6,3,Family,105000
1406,3842,Crawfor,8,5,2004,GasA,2,2,1,5,2,Normal,275000
1407,8445,CollgCr,5,7,1972,GasA,1,2,1,5,2,Normal,133000
1408,8780,Mitchel,5,5,1985,GasA,1,3,1,5,0,Normal,112000
1409,7740,OldTown,4,7,1910,GasA,1,3,1,6,2,Normal,125500
1410,20544,NWAmes,7,6,1986,GasA,2,3,1,7,2,Normal,215000
1411,12420,CollgCr,7,5,2001,GasA,2,3,1,6,2,Normal,230000
1412,9600,NAmes,6,8,1950,GasA,1,3,1,6,1,Normal,140000
1413,7200,NAmes,4,5,1949,Wall,2,2,2,6,2,Normal,90000
1414,10994,SawyerW,8,5,2005,GasA,2,2,1,7,2,Abnorml,257000
1415,13053,BrkSide,6,7,1923,GasA,1,4,1,8,2,Normal,207000
1416,3635,Blmngtn,7,5,2007,GasA,2,1,1,7,3,Normal,175900
1417,11340,OldTown,4,6,1885,GasA,2,4,2,11,2,Normal,122500
1418,16545,NoRidge,8,5,1998,GasA,2,3,1,7,3,Normal,340000
1419,9204,NAmes,5,5,1963,GasA,1,3,1,6,1,Normal,124000
1420,16381,Crawfor,6,5,1969,GasA,2,3,1,7,2,Normal,223000
